,dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed,Gender,GenderBinary,__name,asian,hispanic,nh_black,nh_white,race,RaceBinary
177,179,179,Concordia University,Economics,Prosper Dovonon,Associate Professor,PhD,Universit ́e de Montr ́eal,2007.0,0.0,5.0,14.0,,,,,,,,,,,,,347.0,Universite de Montreal,92.0,347.0,closest_use_2024,"['Prosper Dovonon', [{'entity': 'B-PER', 'score': 0.9981912, 'index': 1, 'word': 'Pro', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9558153, 'index': 2, 'word': '##sper', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.99941456, 'index': 3, 'word': 'Do', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9981249, 'index': 4, 'word': '##von', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.99337363, 'index': 5, 'word': '##on', 'start': 13, 'end': 15}], 'Prosper Dovonon']",[],Prosper Dovonon,True,,Prosper,,Dovonon,,,Male,0,Prosper Dovonon,0.0011021701,0.004792997,0.9109161,0.08318875,nh_black,0
178,180,180,Concordia University,Economics,Paul Gomme,Professor,PhD,University Of Western Ontario,1991.0,0.0,2.0,35.0,,2021.0,,,,,,,,89.0,University of Western Ontario,100.0,99.0,University of Western Ontario,100.0,89.0,closest_use_2005,"['Paul Gomme', [{'entity': 'B-PER', 'score': 0.99918324, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99913055, 'index': 2, 'word': 'Go', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9816436, 'index': 3, 'word': '##mme', 'start': 7, 'end': 10}], 'Paul Gomme']","[['Paul Gomme', 'PERSON']]",Paul Gomme,True,,Paul,,Gomme,,,Male,0,Paul Gomme,0.019631848,0.03267922,0.6767141,0.27097476,nh_black,0
179,181,181,Concordia University,Economics,Jorgen Hansen,Professor,PhD,University of Gothenburg,1997.0,0.0,2.0,20.0,,2021.0,,,,,,,,,,,,,,,,"['Jorgen Hansen', [{'entity': 'B-PER', 'score': 0.99720544, 'index': 1, 'word': 'Jorge', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.8835091, 'index': 2, 'word': '##n', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99842703, 'index': 3, 'word': 'Hansen', 'start': 7, 'end': 13}], 'Jorgen Hansen']","[['Jorgen Hansen', 'PERSON']]",Jorgen Hansen,True,,Jorgen,,Hansen,,,Male,0,Jorgen Hansen,0.013593624,0.09939577,0.011629794,0.8753808,nh_white,1
180,182,182,Concordia University,Economics,Ian Irvine,Professor,PhD,University of Western Ontario,1978.0,2.0,0.0,36.0,,2013.0,,,,,,,,89.0,University of Western Ontario,100.0,99.0,University of Western Ontario,100.0,89.0,closest_use_2005,"['Ian Irvine', [{'entity': 'B-PER', 'score': 0.99899656, 'index': 1, 'word': 'Ian', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9991947, 'index': 2, 'word': 'Irvine', 'start': 4, 'end': 10}], 'Ian Irvine']","[['Ian Irvine', 'PERSON']]",Ian Irvine,True,,Ian,,Irvine,,,Male,0,Ian Irvine,0.03165021,0.059482723,0.19918592,0.7096811,nh_white,1
181,183,183,Concordia University,Economics,Heejeong Kim,Assistant Professor,PhD,The Ohio State University,2017.0,0.0,5.0,2.0,,2024.0,,,,,,,,96.0,Ohio State University,95.0,126.0,Ohio State University,95.0,126.0,closest_use_2024,"['Heejeong Kim', [{'entity': 'B-PER', 'score': 0.99627364, 'index': 1, 'word': 'He', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.4435903, 'index': 2, 'word': '##ej', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.56960887, 'index': 3, 'word': '##eon', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.5232358, 'index': 4, 'word': '##g', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9861114, 'index': 5, 'word': 'Kim', 'start': 9, 'end': 12}], 'Heejeong Kim']","[['Heejeong Kim', 'PERSON']]",Heejeong Kim,True,,Heejeong,,Kim,,,Female,1,Heejeong Kim,0.8334642,0.021650586,0.032855853,0.11202936,asian,0
182,184,184,Concordia University,Economics,Tatyana Koreshkova,Professor,PhD,University of Western Ontario,2002.0,0.0,4.0,6.0,,,,,,,,,,89.0,University of Western Ontario,100.0,99.0,University of Western Ontario,100.0,89.0,closest_use_2005,"['Tatyana Koreshkova', [{'entity': 'B-PER', 'score': 0.997715, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.744382, 'index': 2, 'word': '##ty', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.77575636, 'index': 3, 'word': '##ana', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99944335, 'index': 4, 'word': 'Ko', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9943948, 'index': 5, 'word': '##resh', 'start': 10, 'end': 14}, {'entity': 'I-PER', 'score': 0.8125892, 'index': 6, 'word': '##kova', 'start': 14, 'end': 18}], 'Tatyana Koreshkova']",[],Tatyana Koreshkova,True,,Tatyana,,Koreshkova,,,Female,1,Tatyana Koreshkova,0.15932362,0.07311706,0.27421844,0.49334085,nh_white,1
183,185,185,Concordia University,Economics,Moshe Lander,Senior Lecturer,PhD,,,,,,,,,,,,,,,,,,,,,,,"['Moshe Lander', [{'entity': 'B-PER', 'score': 0.9987324, 'index': 1, 'word': 'Mo', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8208137, 'index': 2, 'word': '##she', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99901605, 'index': 3, 'word': 'Land', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.9054898, 'index': 4, 'word': '##er', 'start': 10, 'end': 12}], 'Moshe Lander']","[['Moshe Lander', 'PERSON']]",Moshe Lander,True,,Moshe,,Lander,,,Male,0,Moshe Lander,0.0151369115,0.01303761,0.1872981,0.7845274,nh_white,1
184,186,186,Concordia University,Economics,Carol Chui Ha Lau,Senior Lecturer,PhD,University of Calgary,,,,,,,,,,,,,,,,,246.0,University of Calgary,100.0,246.0,closest_use_2024,"['Carol Chui Ha Lau', [{'entity': 'B-PER', 'score': 0.99432206, 'index': 1, 'word': 'Carol', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99566734, 'index': 2, 'word': 'Chu', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.5287773, 'index': 3, 'word': '##i', 'start': 9, 'end': 10}, {'entity': 'B-PER', 'score': 0.94263345, 'index': 4, 'word': 'Ha', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.9635752, 'index': 5, 'word': 'Lau', 'start': 14, 'end': 17}], 'Carol Chui Ha Lau']","[['Carol Chui Ha Lau', 'PERSON']]",Carol Chui Ha Lau,True,,Carol,Chui Ha,Lau,,,Female,1,Carol Lau,0.015048265,0.023447523,0.02520853,0.9362957,nh_white,1
185,187,187,Concordia University,Economics,Greg LeBlanc,Associate Professor,PhD ,Queen's University,,,,,,,,,,,,,,,,,98.0,Queen's University,100.0,98.0,closest_use_2024,"['Greg LeBlanc', [{'entity': 'B-PER', 'score': 0.99923086, 'index': 1, 'word': 'Greg', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99921405, 'index': 2, 'word': 'Le', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.98926824, 'index': 3, 'word': '##B', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.8928445, 'index': 4, 'word': '##lan', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.68835086, 'index': 5, 'word': '##c', 'start': 11, 'end': 12}], 'Greg LeBlanc']","[['Greg LeBlanc', 'PERSON']]",Greg LeBlanc,True,,Greg,,LeBlanc,,,Male,0,Greg Leblanc,0.022420773,0.5849444,0.032083873,0.36055088,hispanic,0
186,188,188,Concordia University,Economics,Ming Li,Professor,PhD,University of Wisconsin-Madison,2004.0,0.0,4.0,13.0,,2024.0,,,,,,,,30.0,University of Wisconsin,95.0,52.0,University of Wisconsin-Madison,100.0,30.0,closest_use_2005,"['Ming Li', [{'entity': 'B-PER', 'score': 0.99656385, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9877808, 'index': 2, 'word': 'Li', 'start': 5, 'end': 7}], 'Ming Li']","[['Ming Li', 'PERSON']]",Ming Li,True,,Ming,,Li,,,Male,0,Ming Li,0.6925552,0.020836545,0.11275326,0.17385505,asian,0
187,189,189,Concordia University,Economics,Damba Lkhagvasuren,Associate Professor,PhD,University of Rochester,2007.0,0.0,3.0,11.0,,2023.0,,,,,,,,79.0,University of Rochester,100.0,248.0,University of Rochester,100.0,79.0,closest_use_2005,"['', [], 'Damba Lkhagvasuren']","[['Damba Lkhagvasuren', 'PERSON']]",Damba Lkhagvasuren,True,,Damba,,Lkhagvasuren,,,Male,0,Damba Lkhagvasuren,0.5460657,0.049147774,0.11528481,0.28950167,asian,0
188,190,190,Concordia University,Economics,Dipjyoti Majumdar,Associate Professor,PhD,Indian Statistical Institute,,,,,,,,,,,,,,,,,,,,,,"['Dipjyoti Majumdar', [{'entity': 'B-PER', 'score': 0.9826224, 'index': 1, 'word': 'Di', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.3760326, 'index': 2, 'word': '##p', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.6167522, 'index': 3, 'word': '##j', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.7692262, 'index': 4, 'word': '##yo', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.83003676, 'index': 5, 'word': '##ti', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9971691, 'index': 6, 'word': 'Maj', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.65712076, 'index': 7, 'word': '##um', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9048899, 'index': 8, 'word': '##dar', 'start': 14, 'end': 17}], 'Dipjyoti Majumdar']","[['Dipjyoti Majumdar', 'PERSON']]",Dipjyoti Majumdar,True,,Dipjyoti,,Majumdar,,,Male,0,Dipjyoti Majumdar,0.5227426,0.06289428,0.015760511,0.39860252,asian,0
189,191,191,Concordia University,Economics,Panos Margaris,Assistant Professor,PhD,University of Manchester,2018.0,,,,5.0,,,,,,,,,79.0,University of Rochester,89.0,439.0,University of Manchester,100.0,439.0,closest_use_2024,"['Panos Margaris', [{'entity': 'B-PER', 'score': 0.99473476, 'index': 1, 'word': 'Pan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.89943147, 'index': 2, 'word': '##os', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.99910164, 'index': 3, 'word': 'Mar', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9654565, 'index': 4, 'word': '##gar', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9594405, 'index': 5, 'word': '##is', 'start': 12, 'end': 14}], 'Panos Margaris']",[],Panos Margaris,True,,Panos,,Margaris,,,Male,0,Panos Margaris,0.008554641,0.7724952,0.009635474,0.20931475,hispanic,0
190,192,192,Concordia University,Economics,James McIntosh,Professor,PhD,London School of Economics,1964.0,0.0,8.0,35.0,,,,,,,,,,14.0,"London School of Economics and Political Science LSE, University of London",90.0,3.0,London School of Economics (LSE),95.0,14.0,closest_use_2005,"['James McIntosh', [{'entity': 'B-PER', 'score': 0.9992859, 'index': 1, 'word': 'James', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992279, 'index': 2, 'word': 'M', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9917253, 'index': 3, 'word': '##c', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.99755496, 'index': 4, 'word': '##I', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9642107, 'index': 5, 'word': '##nto', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9566719, 'index': 6, 'word': '##sh', 'start': 12, 'end': 14}], 'James McIntosh']","[['James McIntosh', 'PERSON']]",James McIntosh,True,,James,,McIntosh,,,Male,0,James Mcintosh,0.016391248,0.003012896,0.6481285,0.3324673,nh_black,0
191,193,193,Concordia University,Economics,Anthony Noce,Coordinator,PhD,,,,,16.0,,,,,,,,,,,,,,,,,,"['Anthony Noce', [{'entity': 'B-PER', 'score': 0.9986804, 'index': 1, 'word': 'Anthony', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9989203, 'index': 2, 'word': 'No', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9909697, 'index': 3, 'word': '##ce', 'start': 10, 'end': 12}], 'Anthony Noce']","[['Anthony Noce', 'PERSON']]",Anthony Noce,True,,Anthony,,Noce,,,Male,0,Anthony Noce,0.007657554,0.013650988,0.28344324,0.69524825,nh_white,1
192,194,194,Concordia University,Economics,Dan Otchere,Associate Professor,PhD,McGill University,,,,,,,,,,,,,,,,,160.0,McGill University,100.0,160.0,closest_use_2024,"['Dan Otchere', [{'entity': 'B-PER', 'score': 0.9992207, 'index': 1, 'word': 'Dan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.99928135, 'index': 2, 'word': 'O', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.97497094, 'index': 3, 'word': '##tch', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.87312055, 'index': 4, 'word': '##ere', 'start': 8, 'end': 11}], 'Dan Otchere']","[['Dan Otchere', 'PERSON']]",Dan Otchere,True,,Dan,,Otchere,,,Male,0,Dan Otchere,0.65555257,0.022527814,0.05043013,0.2714895,asian,0
193,195,195,Concordia University,Economics,Szilvia Pápai,Associate Professor,PhD,CalTech,1995.0,0.0,12.0,2.0,4.0,,,,,,,,,88.0,CalTech,100.0,,,,88.0,closest_use_2005,"['Szilvia Pápai', [{'entity': 'B-PER', 'score': 0.9678898, 'index': 1, 'word': 'S', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.3195111, 'index': 2, 'word': '##zi', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.63659865, 'index': 4, 'word': '##via', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99840957, 'index': 5, 'word': 'P', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9453106, 'index': 6, 'word': '##á', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.8078744, 'index': 7, 'word': '##pa', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.9471615, 'index': 8, 'word': '##i', 'start': 12, 'end': 13}], 'Szilvia Pápai']",[],Szilvia Pápai,True,,Szilvia,,Pápai,,,Female,1,Szilvia Pápai,0.3886783,0.17216194,0.020645976,0.41851386,nh_white,1
194,196,196,Concordia University,Economics,Asefeh Salarinezhad,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Asefeh Salarinezhad', [{'entity': 'B-PER', 'score': 0.99569607, 'index': 1, 'word': 'As', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8826337, 'index': 2, 'word': '##ef', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.93115324, 'index': 3, 'word': '##eh', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.99787855, 'index': 4, 'word': 'Sal', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9600187, 'index': 5, 'word': '##ari', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.95988786, 'index': 6, 'word': '##ne', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.73096657, 'index': 7, 'word': '##z', 'start': 15, 'end': 16}], 'Asefeh Salarinezhad']","[['Asefeh Salarinezhad', 'PERSON']]",Asefeh Salarinezhad,True,,Asefeh,,Salarinezhad,,,Female,1,Asefeh Salarinezhad,0.09425999,0.0609274,0.009122219,0.83569044,nh_white,1
195,197,197,Concordia University,Economics,Christian Sigouin,Associate Professor,PhD,University of British Columbia,,,,,,,,,,,,,,67.0,University of British Columbia,100.0,49.0,University of British Columbia,100.0,58.0,both,"['Christian Sigouin', [{'entity': 'B-PER', 'score': 0.99890935, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9989017, 'index': 2, 'word': 'Si', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.8714321, 'index': 3, 'word': '##go', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9852874, 'index': 4, 'word': '##uin', 'start': 14, 'end': 17}], 'Christian Sigouin']","[['Christian Sigouin', 'PERSON']]",Christian Sigouin,True,,Christian,,Sigouin,,,Male,0,Christian Sigouin,0.011330804,0.05492932,0.33896992,0.59477,nh_white,1
196,198,198,Concordia University,Economics,Ivan Tchinkov,Senior Lecturer,,Simon Fraser University,2011.0,,,,,,,,,,,,,,,,206.0,Simon Fraser University,100.0,206.0,closest_use_2024,"['Ivan Tchinkov', [{'entity': 'B-PER', 'score': 0.99897087, 'index': 1, 'word': 'Ivan', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.999321, 'index': 2, 'word': 'T', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.996485, 'index': 3, 'word': '##chin', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.7615388, 'index': 4, 'word': '##kov', 'start': 10, 'end': 13}], 'Ivan Tchinkov']","[['Ivan Tchinkov', 'PERSON']]",Ivan Tchinkov,True,,Ivan,,Tchinkov,,,Male,0,Ivan Tchinkov,0.0040499866,0.0038430898,0.9661057,0.026001217,nh_black,0
197,199,199,Concordia University,Economics,Gabrielle Vasey,Assistant Professor,PhD,"University of Pennsylvania, Economics",2021.0,1.0,-6.0,1.0,2.0,,,,,,,,,26.0,University of Pennsylvania,95.0,25.0,University of Pennsylvania,95.0,25.0,closest_use_2024,"['Gabrielle Vasey', [{'entity': 'B-PER', 'score': 0.9985241, 'index': 1, 'word': 'Gabrielle', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9992619, 'index': 2, 'word': 'V', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.99312496, 'index': 3, 'word': '##ase', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.95347196, 'index': 4, 'word': '##y', 'start': 14, 'end': 15}], 'Gabrielle Vasey']","[['Gabrielle Vasey', 'PERSON']]",Gabrielle Vasey,True,,Gabrielle,,Vasey,,,Female,1,Gabrielle Vasey,0.005001635,0.12274322,0.0402222,0.83203286,nh_white,1
198,200,200,Concordia University,Economics,Axel Watanabe,Assistant Professor,PhD,Washington University in St. Louis,2015.0,1.0,0.0,4.0,,,,,,,,,,65.0,Washington University,90.0,122.0,Washington University in St. Louis,100.0,122.0,closest_use_2024,"['Axel Watanabe', [{'entity': 'B-PER', 'score': 0.9993148, 'index': 1, 'word': 'Axel', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99933857, 'index': 2, 'word': 'W', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99262357, 'index': 3, 'word': '##ata', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.85628206, 'index': 4, 'word': '##na', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.96997917, 'index': 5, 'word': '##be', 'start': 11, 'end': 13}], 'Axel Watanabe']",[],Axel Watanabe,True,,Axel,,Watanabe,,,Male,0,Axel Watanabe,0.10531889,0.1172337,0.0349364,0.74251103,nh_white,1
199,201,201,Concordia University,Economics,Huan Xie,Associate Professor,PhD,University of Pittsburgh,2008.0,0.0,4.0,11.0,,2024.0,,,,,,,,,,,166.0,University of Pittsburgh,100.0,166.0,closest_use_2024,"['Huan Xie', [{'entity': 'B-PER', 'score': 0.99056166, 'index': 1, 'word': 'Hu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7576819, 'index': 2, 'word': '##an', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.993952, 'index': 3, 'word': 'Xi', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.7208825, 'index': 4, 'word': '##e', 'start': 7, 'end': 8}], 'Huan Xie']","[['Huan Xie', 'PERSON']]",Huan Xie,True,,Huan,,Xie,,,Female,1,Huan Xie,0.9666676,0.019458931,0.007990931,0.005882539,asian,0
200,202,202,Concordia University,Economics,Jipeng Zhang,,,,,,,,,,,,,,,,,,,,,,,,,"['Jipeng Zhang', [{'entity': 'B-PER', 'score': 0.9941064, 'index': 1, 'word': 'Ji', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.42825997, 'index': 2, 'word': '##pen', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.39874086, 'index': 3, 'word': '##g', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9909133, 'index': 4, 'word': 'Zhang', 'start': 7, 'end': 12}], 'Jipeng Zhang']","[['Jipeng Zhang', 'PERSON']]",Jipeng Zhang,True,,Jipeng,,Zhang,,,Male,0,Jipeng Zhang,0.97984034,0.0018499164,0.0037390494,0.014570646,asian,0
